time,numPos,numSamp,P
1957-02-18,1508,8080110,0.000186631122596103
1957-02-25,1945,8080110,0.000240714544727733
1957-03-04,1876,8080110,0.000232175057022739
1957-03-11,2225,8080110,0.000275367538313216
1957-03-18,1832,8080110,0.000226729586602163
1957-03-25,2034,8080110,0.000251729246260261
1957-04-01,1724,8080110,0.000213363431933476
1957-04-08,2007,8080110,0.00024838770759309
1957-04-15,2016,8080110,0.00024950155381548
1957-04-22,1767,8080110,0.000218685141662675
1957-04-29,1780,8080110,0.000220294030650573
1957-05-06,1640,8080110,0.000202967533857831
1957-05-13,1169,8080110,0.000144676248219393
1957-05-20,869,8080110,0.000107548040806375
1957-05-27,1071,8080110,0.000132547700464474
1957-06-03,893,8080110,0.000110518297399417
1957-06-10,964,8080110,0.000119305306487164
1957-06-17,856,8080110,0.000105939151818478
1957-06-24,752,8080110,9.30680399152982e-05
1957-07-01,584,8080110,7.22762437640082e-05
1957-07-08,427,8080110,5.28458152178621e-05
1957-07-15,344,8080110,4.25736778335939e-05
1957-07-22,255,8080110,3.15589763010652e-05
1957-07-29,219,8080110,2.71035914115031e-05
1957-08-05,216,8080110,2.67323093373729e-05
1957-08-12,162,8080110,2.00492320030297e-05
1957-08-19,148,8080110,1.83165823237555e-05
1957-08-26,90,8080110,1.11384622239054e-05
1957-09-02,60,8080110,7.42564148260358e-06
1957-09-09,53,8080110,6.55931664296649e-06
1957-09-16,28,8080110,3.46529935854834e-06
1957-09-23,28,8080110,3.46529935854834e-06
1957-09-30,20,8080110,2.47521382753453e-06
1957-10-07,23,8080110,2.84649590166471e-06
1957-10-14,24,8080110,2.97025659304143e-06
1957-10-21,27,8080110,3.34153866717161e-06
1957-10-28,23,8080110,2.84649590166471e-06
1957-11-04,23,8080110,2.84649590166471e-06
1957-11-11,30,8080110,3.71282074130179e-06
1957-11-18,36,8080110,4.45538488956215e-06
1957-11-25,31,8080110,3.83658143267852e-06
1957-12-02,37,8080110,4.57914558093887e-06
1957-12-09,44,8080110,5.44547042057596e-06
1957-12-16,40,8080110,4.95042765506905e-06
1957-12-23,35,8080110,4.33162419818542e-06
1957-12-31,23,8080110,2.84649590166471e-06
1958-01-06,27,8048020,3.35486243821462e-06
1958-01-13,39,8048020,4.84591241075445e-06
1958-01-20,18,8048020,2.23657495880974e-06
1958-01-27,39,8048020,4.84591241075445e-06
1958-02-03,56,8048020,6.95823320518587e-06
1958-02-10,64,8048020,7.95226652021243e-06
1958-02-17,89,8048020,1.10586206296704e-05
1958-02-24,153,8048020,1.90108871498828e-05
1958-03-02,110,8048020,1.36679580816151e-05
1958-03-09,210,8048020,2.6093374519447e-05
1958-03-16,140,8048020,1.73955830129647e-05
1958-03-23,232,8048020,2.882696613577e-05
1958-03-30,165,8048020,2.05019371224227e-05
1958-04-06,250,8048020,3.10635410945798e-05
1958-04-13,281,8048020,3.49154201903077e-05
1958-04-20,444,8048020,5.51688489839737e-05
1958-04-27,294,8048020,3.65307243272258e-05
1958-05-03,283,8048020,3.51639285190643e-05
1958-05-10,349,8048020,4.33647033680334e-05
1958-05-17,436,8048020,5.41748156689472e-05
1958-05-24,596,8048020,7.40554819694782e-05
1958-05-31,549,8048020,6.82155362436972e-05
1958-06-07,592,8048020,7.35584653119649e-05
1958-06-14,457,8048020,5.67841531208918e-05
1958-06-21,515,8048020,6.39908946548344e-05
1958-06-28,475,8048020,5.90207280797016e-05
1958-07-04,483,8048020,6.00147613947281e-05
1958-07-11,537,8048020,6.67244862711574e-05
1958-07-18,568,8048020,7.05763653668853e-05
1958-07-25,508,8048020,6.31211155041861e-05
1958-08-01,461,8048020,5.72811697784051e-05
1958-08-08,318,8048020,3.95128242723055e-05
1958-08-15,283,8048020,3.51639285190643e-05
1958-08-22,221,8048020,2.74601703276085e-05
1958-08-29,199,8048020,2.47265787112855e-05
1958-09-04,118,8048020,1.46619913966417e-05
1958-09-11,94,8048020,1.1679891451562e-05
1958-09-18,100,8048020,1.24254164378319e-05
1958-09-25,120,8048020,1.49104997253983e-05
1958-10-02,122,8048020,1.51590080541549e-05
1958-10-09,164,8048020,2.03776829580443e-05
1958-10-16,198,8048020,2.46023245469072e-05
1958-10-23,243,8048020,3.01937619439316e-05
1958-10-30,300,8048020,3.72762493134957e-05
1958-11-05,307,8048020,3.8146028464144e-05
1958-11-12,326,8048020,4.0506857587332e-05
1958-11-19,387,8048020,4.80863616144095e-05
1958-11-26,398,8048020,4.9453157422571e-05
1958-12-03,561,8048020,6.9706586216237e-05
1958-12-10,633,8048020,7.8652886051476e-05
1958-12-17,666,8048020,8.27532734759605e-05
1958-12-24,617,8048020,7.66648194214229e-05
1958-12-31,1466,8048020,0.000182156604978616
1959-01-07,1068,8024760,0.000133088092354164
1959-01-14,1001,8024760,0.000124738933002358
1959-01-21,983,8024760,0.000122495875266052
1959-01-28,1302,8024760,0.000162247842926144
1959-02-04,1438,8024760,0.000179195390267123
1959-02-11,1400,8024760,0.000174460046157144
1959-02-18,1561,8024760,0.000194522951465215
1959-02-25,1419,8024760,0.000176827718212133
1959-03-04,1360,8024760,0.000169475473409797
1959-03-11,1485,8024760,0.000185052263245256
1959-03-18,1262,8024760,0.000157263270178797
1959-03-25,1360,8024760,0.000169475473409797
1959-04-01,1388,8024760,0.00017296467433294
1959-04-08,1376,8024760,0.000171469302508735
1959-04-15,972,8024760,0.000121125117760531
1959-04-22,695,8024760,8.66069514851534e-05
1959-04-29,675,8024760,8.411466511148e-05
1959-05-06,638,8024760,7.9503935320184e-05
1959-05-13,719,8024760,8.95976951335616e-05
1959-05-20,673,8024760,8.38654364741126e-05
1959-05-27,687,8024760,8.56100369356841e-05
1959-06-03,572,8024760,7.12793902870615e-05
1959-06-10,585,8024760,7.28993764299493e-05
1959-06-17,405,8024760,5.0468799066888e-05
1959-06-24,404,8024760,5.03441847482043e-05
1959-07-01,342,8024760,4.26180969898165e-05
1959-07-08,310,8024760,3.8630438791939e-05
1959-07-15,197,8024760,2.45490207806838e-05
1959-07-22,180,8024760,2.24305773630613e-05
1959-07-29,133,8024760,1.65737043849286e-05
1959-08-05,117,8024760,1.45798752859899e-05
1959-08-12,113,8024760,1.40814180112552e-05
1959-08-19,90,8024760,1.12152886815307e-05
1959-08-26,68,8024760,8.47377367048983e-06
1959-09-02,43,8024760,5.35841570339798e-06
1959-09-09,32,8024760,3.98765819787757e-06
1959-09-16,29,8024760,3.61381524182655e-06
1959-09-23,20,8024760,2.49228637367348e-06
1959-09-30,26,8024760,3.23997228577553e-06
1959-10-07,36,8024760,4.48611547261227e-06
1959-10-14,25,8024760,3.11535796709185e-06
1959-10-21,26,8024760,3.23997228577553e-06
1959-10-28,15,8024760,1.86921478025511e-06
1959-11-04,22,8024760,2.74151501104083e-06
1959-11-11,19,8024760,2.36767205498981e-06
1959-11-18,16,8024760,1.99382909893878e-06
1959-11-25,19,8024760,2.36767205498981e-06
1959-12-02,26,8024760,3.23997228577553e-06
1959-12-09,16,8024760,1.99382909893878e-06
1959-12-16,23,8024760,2.8661293297245e-06
1959-12-23,18,8024760,2.24305773630613e-06
1959-12-31,19,8024760,2.36767205498981e-06
1960-01-07,17,8022550,2.11902699266443e-06
1960-01-14,17,8022550,2.11902699266443e-06
1960-01-21,16,8022550,1.99437834603711e-06
1960-01-28,29,8022550,3.61481075219226e-06
1960-02-04,44,8022550,5.48454045160205e-06
1960-02-11,34,8022550,4.23805398532885e-06
1960-02-18,47,8022550,5.858486391484e-06
1960-02-25,60,8022550,7.47891879763916e-06
1960-03-03,95,8022550,1.18416214295953e-05
1960-03-10,90,8022550,1.12183781964587e-05
1960-03-17,100,8022550,1.24648646627319e-05
1960-03-24,83,8022550,1.03458376700675e-05
1960-03-31,86,8022550,1.07197836099495e-05
1960-04-07,70,8022550,8.72540526391235e-06
1960-04-14,81,8022550,1.00965403768129e-05
1960-04-21,96,8022550,1.19662700762226e-05
1960-04-28,112,8022550,1.39606484222598e-05
1960-05-05,106,8022550,1.32127565424958e-05
1960-05-12,93,8022550,1.15923241363407e-05
1960-05-19,88,8022550,1.09690809032041e-05
1960-05-26,99,8022550,1.23402160161046e-05
1960-06-02,137,8022550,1.70768645879427e-05
1960-06-09,146,8022550,1.81987024075886e-05
1960-06-16,122,8022550,1.52071348885329e-05
1960-06-23,134,8022550,1.67029186480608e-05
1960-06-30,134,8022550,1.67029186480608e-05
1960-07-07,101,8022550,1.25895133093592e-05
1960-07-14,107,8022550,1.33374051891232e-05
1960-07-21,163,8022550,2.0317729400253e-05
1960-07-28,139,8022550,1.73261618811974e-05
1960-08-04,147,8022550,1.83233510542159e-05
1960-08-11,133,8022550,1.65782700014335e-05
1960-08-18,114,8022550,1.42099457155144e-05
1960-08-25,80,8022550,9.97189173018554e-06
1960-09-01,61,8022550,7.60356744426647e-06
1960-09-08,46,8022550,5.73383774485669e-06
1960-09-15,54,8022550,6.73102691787524e-06
1960-09-22,48,8022550,5.98313503811132e-06
1960-09-29,86,8022550,1.07197836099495e-05
1960-10-06,112,8022550,1.39606484222598e-05
1960-10-13,173,8022550,2.15642158665262e-05
1960-10-20,183,8022550,2.28107023327994e-05
1960-10-27,261,8022550,3.25332967697303e-05
1960-11-03,288,8022550,3.58988102286679e-05
1960-11-10,301,8022550,3.75192426348231e-05
1960-11-17,302,8022550,3.76438912814504e-05
1960-11-24,400,8022550,4.98594586509277e-05
1960-12-01,400,8022550,4.98594586509277e-05
1960-12-08,499,8022550,6.21996746670323e-05
1960-12-15,621,8022550,7.74068095555653e-05
1960-12-22,726,8022550,9.04949174514338e-05
1960-12-31,910,8022550,0.000113430268430861
1961-01-07,1390,7960520,0.000174611708782843
1961-01-14,1310,7960520,0.000164562114032752
1961-01-21,1087,7960520,0.000136548868666871
1961-01-28,1552,7960520,0.000194962138151779
1961-02-04,2008,7960520,0.000252244828227302
1961-02-11,2797,7960520,0.000351358956450081
1961-02-18,3204,7960520,0.000402486269741173
1961-02-25,3339,7960520,0.000419444960881952
1961-03-04,3403,7960520,0.000427484636682026
1961-03-11,2986,7960520,0.000375101124047173
1961-03-18,3032,7960520,0.000380879641028476
1961-03-25,2513,7960520,0.000315682895087256
1961-04-01,2517,7960520,0.00031618537482476
1961-04-08,2857,7960520,0.00035889615251265
1961-04-15,2391,7960520,0.000300357263093366
1961-04-22,1881,7960520,0.000236291096561531
1961-04-29,1330,7960520,0.000167074512720275
1961-05-06,992,7960520,0.000124614974901137
1961-05-13,937,7960520,0.000117705878510449
1961-05-20,873,7960520,0.000109666202710376
1961-05-27,727,7960520,9.13256922914583e-05
1961-06-03,682,7960520,8.56727952445318e-05
1961-06-10,597,7960520,7.49951008225593e-05
1961-06-17,440,7960520,5.52727711255044e-05
1961-06-24,420,7960520,5.27603724379814e-05
1961-07-01,347,7960520,4.35901172285228e-05
1961-07-08,304,7960520,3.81884600503485e-05
1961-07-15,210,7960520,2.63801862189907e-05
1961-07-22,185,7960520,2.32396878595871e-05
1961-07-29,190,7960520,2.38677875314678e-05
1961-08-05,145,7960520,1.82148904845412e-05
1961-08-12,120,7960520,1.50743921251376e-05
1961-08-19,92,7960520,1.15570339626055e-05
1961-08-26,107,7960520,1.34413329782477e-05
1961-09-02,72,7960520,9.04463527508253e-06
1961-09-09,49,7960520,6.15537678443117e-06
1961-09-16,47,7960520,5.90413691567888e-06
1961-09-23,39,7960520,4.89917744066971e-06
1961-09-30,36,7960520,4.52231763754127e-06
1961-10-07,40,7960520,5.02479737504585e-06
1961-10-14,44,7960520,5.52727711255044e-06
1961-10-21,45,7960520,5.65289704692658e-06
1961-10-28,36,7960520,4.52231763754127e-06
1961-11-04,51,7960520,6.40661665318346e-06
1961-11-11,40,7960520,5.02479737504585e-06
1961-11-18,33,7960520,4.14545783441283e-06
1961-11-25,40,7960520,5.02479737504585e-06
1961-12-02,30,7960520,3.76859803128439e-06
1961-12-09,39,7960520,4.89917744066971e-06
1961-12-16,20,7960520,2.51239868752293e-06
1961-12-23,19,7960520,2.38677875314678e-06
1961-12-31,26,7960520,3.2661182937798e-06
1962-01-07,24,7980850,3.00719848136477e-06
1962-01-14,30,7980850,3.75899810170596e-06
1962-01-21,28,7980850,3.5083982282589e-06
1962-01-28,33,7980850,4.13489791187655e-06
1962-02-04,45,7980850,5.63849715255894e-06
1962-02-11,48,7980850,6.01439696272953e-06
1962-02-18,44,7980850,5.51319721583541e-06
1962-02-25,77,7980850,9.64809512771196e-06
1962-03-04,59,7980850,7.39269626668839e-06
1962-03-11,83,7980850,1.03998947480532e-05
1962-03-18,91,7980850,1.14022942418414e-05
1962-03-25,112,7980850,1.40335929130356e-05
1962-04-01,146,7980850,1.82937907616357e-05
1962-04-08,109,7980850,1.3657693102865e-05
1962-04-15,142,7980850,1.77925910147415e-05
1962-04-22,131,7980850,1.64142917107827e-05
1962-04-29,118,7980850,1.47853925333768e-05
1962-05-06,109,7980850,1.3657693102865e-05
1962-05-13,131,7980850,1.64142917107827e-05
1962-05-20,85,7980850,1.06504946215002e-05
1962-05-27,66,7980850,8.26979582375311e-06
1962-06-03,66,7980850,8.26979582375311e-06
1962-06-10,54,7980850,6.76619658307073e-06
1962-06-17,68,7980850,8.52039569720017e-06
1962-06-24,73,7980850,9.14689538081783e-06
1962-07-01,65,7980850,8.14449588702958e-06
1962-07-08,75,7980850,9.3974952542649e-06
1962-07-15,68,7980850,8.52039569720017e-06
1962-07-22,128,7980850,1.60383919006121e-05
1962-07-29,137,7980850,1.71660913311239e-05
1962-08-05,130,7980850,1.62889917740592e-05
1962-08-12,112,7980850,1.40335929130356e-05
1962-08-19,117,7980850,1.46600925966532e-05
1962-08-26,91,7980850,1.14022942418414e-05
1962-09-02,94,7980850,1.1778194052012e-05
1962-09-09,83,7980850,1.03998947480532e-05
1962-09-16,71,7980850,8.89629550737077e-06
1962-09-23,57,7980850,7.14209639324132e-06
1962-09-30,113,7980850,1.41588928497591e-05
1962-10-07,166,7980850,2.07997894961063e-05
1962-10-14,194,7980850,2.43081877243652e-05
1962-10-21,186,7980850,2.33057882305769e-05
1962-10-28,271,7980850,3.39562828520772e-05
1962-11-04,317,7980850,3.97200799413596e-05
1962-11-11,425,7980850,5.32524731075011e-05
1962-11-18,345,7980850,4.32284781696185e-05
1962-11-25,467,7980850,5.85150704498894e-05
1962-12-02,558,7980850,6.99173646917308e-05
1962-12-09,692,7980850,8.67075562126841e-05
1962-12-16,868,7980850,0.000108760345076026
1962-12-23,848,7980850,0.000106254346341555
1962-12-31,633,7980850,7.93148599459957e-05
1963-01-07,1370,7972840,0.000171833374305768
1963-01-14,1103,7972840,0.000138344680189242
1963-01-21,820,7972840,0.000102849172942139
1963-01-28,877,7972840,0.000109998444719824
1963-02-04,901,7972840,0.000113008664415691
1963-02-11,1190,7972840,0.000149256726586762
1963-02-18,1050,7972840,0.000131697111694202
1963-02-25,1250,7972840,0.000156782275826431
1963-03-04,1121,7972840,0.000140602344961143
1963-03-11,1090,7972840,0.000136714144520648
1963-03-18,983,7972840,0.000123293581709905
1963-03-25,1016,7972840,0.000127432633791723
1963-04-01,1199,7972840,0.000150385558972712
1963-04-08,1287,7972840,0.000161423031190893
1963-04-15,1175,7972840,0.000147375339276845
1963-04-22,1450,7972840,0.00018186743995866
1963-04-29,1332,7972840,0.000167067193120645
1963-05-06,1102,7972840,0.000138219254368581
1963-05-13,756,7972840,9.48219204198253e-05
1963-05-20,713,7972840,8.94286101313961e-05
1963-05-27,672,7972840,8.42861514842892e-05
1963-06-03,775,7972840,9.72050110123871e-05
1963-06-10,663,7972840,8.31573190983389e-05
1963-06-17,862,7972840,0.000108117057409907
1963-06-24,588,7972840,7.3750382548753e-05
1963-07-01,571,7972840,7.16181435975136e-05
1963-07-08,477,7972840,5.9828116455366e-05
1963-07-15,471,7972840,5.90755615313991e-05
1963-07-22,457,7972840,5.73196000421431e-05
1963-07-29,503,7972840,6.30891877925557e-05
1963-08-05,338,7972840,4.23939273834669e-05
1963-08-12,231,7972840,2.89733645727244e-05
1963-08-19,183,7972840,2.29529251809895e-05
1963-08-26,175,7972840,2.19495186157003e-05
1963-09-02,77,7972840,9.65778819090813e-06
1963-09-09,74,7972840,9.2815107289247e-06
1963-09-16,43,7972840,5.39331028842922e-06
1963-09-23,45,7972840,5.64416192975151e-06
1963-09-30,48,7972840,6.02043939173494e-06
1963-10-07,37,7972840,4.64075536446235e-06
1963-10-14,38,7972840,4.76618118512349e-06
1963-10-21,27,7972840,3.3864971578509e-06
1963-10-28,43,7972840,5.39331028842922e-06
1963-11-04,38,7972840,4.76618118512349e-06
1963-11-11,56,7972840,7.0238459570241e-06
1963-11-18,48,7972840,6.02043939173494e-06
1963-11-25,36,7972840,4.51532954380121e-06
1963-12-02,54,7972840,6.77299431570181e-06
1963-12-09,49,7972840,6.14586521239608e-06
1963-12-16,29,7972840,3.63734879917319e-06
1963-12-23,39,7972840,4.89160700578464e-06
1963-12-31,16,7972840,2.00681313057831e-06
1964-01-06,39,7978900,4.88789181466117e-06
1964-01-13,37,7978900,4.6372306959606e-06
1964-01-20,38,7978900,4.76256125531088e-06
1964-01-27,39,7978900,4.88789181466117e-06
1964-02-03,56,7978900,7.01851132361604e-06
1964-02-10,79,7978900,9.90111418867262e-06
1964-02-17,70,7978900,8.77313915452005e-06
1964-02-24,65,7978900,8.14648635776861e-06
1964-03-01,74,7978900,9.27446139192119e-06
1964-03-08,86,7978900,1.07784281041246e-05
1964-03-15,105,7978900,1.31597087317801e-05
1964-03-22,143,7978900,1.7922269987091e-05
1964-03-29,148,7978900,1.85489227838424e-05
1964-04-05,143,7978900,1.7922269987091e-05
1964-04-12,121,7978900,1.51649976813847e-05
1964-04-19,125,7978900,1.56663199187858e-05
1964-04-26,100,7978900,1.25330559350286e-05
1964-05-02,110,7978900,1.37863615285315e-05
1964-05-09,147,7978900,1.84235922244921e-05
1964-05-16,179,7978900,2.24341701237013e-05
1964-05-23,175,7978900,2.19328478863001e-05
1964-05-30,239,7978900,2.99540036847184e-05
1964-06-06,229,7978900,2.87006980912156e-05
1964-06-13,256,7978900,3.20846231936733e-05
1964-06-20,235,7978900,2.94526814473173e-05
1964-06-27,330,7978900,4.13590845855945e-05
1964-07-03,327,7978900,4.09830929075437e-05
1964-07-10,375,7978900,4.69989597563574e-05
1964-07-17,318,7978900,3.98551178733911e-05
1964-07-24,423,7978900,5.30148266051711e-05
1964-07-31,512,7978900,6.41692463873466e-05
1964-08-07,408,7978900,5.11348682149168e-05
1964-08-14,347,7978900,4.34897040945494e-05
1964-08-21,260,7978900,3.25859454310745e-05
1964-08-28,187,7978900,2.34368145985036e-05
1964-09-03,180,7978900,2.25595006830516e-05
1964-09-10,149,7978900,1.86742533431927e-05
1964-09-17,160,7978900,2.00528894960458e-05
1964-09-24,132,7978900,1.65436338342378e-05
1964-10-01,132,7978900,1.65436338342378e-05
1964-10-08,194,7978900,2.43141285139556e-05
1964-10-15,238,7978900,2.98286731253682e-05
1964-10-22,247,7978900,3.09566481595207e-05
1964-10-29,299,7978900,3.74738372457356e-05
1964-11-04,316,7978900,3.96044567546905e-05
1964-11-11,469,7978900,5.87800323352843e-05
1964-11-18,539,7978900,6.75531714898044e-05
1964-11-25,563,7978900,7.05611049142112e-05
1964-12-02,679,7978900,8.50994497988445e-05
1964-12-09,695,7978900,8.7104738748449e-05
1964-12-16,810,7978900,0.000101517753073732
1964-12-23,666,7978900,8.34701525272907e-05
1964-12-31,1157,7978900,0.000145007457168281
1965-01-07,1172,7948270,0.000147453471006898
1965-01-14,1042,7948270,0.00013109771057098
1965-01-21,959,7948270,0.000120655186600355
1965-01-28,1071,7948270,0.000134746303283608
1965-02-04,1375,7948270,0.000172993619995295
1965-02-11,1819,7948270,0.000228854832561048
1965-02-18,1745,7948270,0.000219544630466756
1965-02-25,1848,7948270,0.000232503425273676
1965-03-04,1900,7948270,0.000239045729448043
1965-03-11,1444,7948270,0.000181674754380513
1965-03-18,1540,7948270,0.00019375285439473
1965-03-25,1089,7948270,0.000137010947036273
1965-04-01,3946,7948270,0.000496460236001042
1965-04-08,3152,7948270,0.000396564283800123
1965-04-15,2358,7948270,0.000296668331599203
1965-04-22,2431,7948270,0.000305852720151681
1965-04-29,2337,7948270,0.000294026247221093
1965-05-06,1708,7948270,0.00021488952941961
1965-05-13,1382,7948270,0.000173874314787998
1965-05-20,1101,7948270,0.00013852070953805
1965-05-27,991,7948270,0.000124681219938427
1965-06-03,959,7948270,0.000120655186600355
1965-06-10,773,7948270,9.72538678228092e-05
1965-06-17,855,7948270,0.00010757057825162
1965-06-24,710,7948270,8.93276146884794e-05
1965-07-01,629,7948270,7.91367178014838e-05
1965-07-08,529,7948270,6.65553636200079e-05
1965-07-15,494,7948270,6.21518896564913e-05
1965-07-22,417,7948270,5.24642469367548e-05
1965-07-29,398,7948270,5.00737896422744e-05
1965-08-05,424,7948270,5.33449417294581e-05
1965-08-12,288,7948270,3.62343000426508e-05
1965-08-19,249,7948270,3.13275719118752e-05
1965-08-26,183,7948270,2.3023878152101e-05
1965-09-02,136,7948270,1.71106416868073e-05
1965-09-09,120,7948270,1.50976250177712e-05
1965-09-16,113,7948270,1.42169302250678e-05
1965-09-23,99,7948270,1.24555406396612e-05
1965-09-30,101,7948270,1.27071677232907e-05
1965-10-07,141,7948270,1.77397093958811e-05
1965-10-14,135,7948270,1.69848281449926e-05
1965-10-21,164,7948270,2.06334208576206e-05
1965-10-28,170,7948270,2.13883021085092e-05
1965-11-04,261,7948270,3.28373344136523e-05
1965-11-11,184,7948270,2.31496916939158e-05
1965-11-18,153,7948270,1.92494718976582e-05
1965-11-25,133,7948270,1.6733201061363e-05
1965-12-02,151,7948270,1.89978448140287e-05
1965-12-09,185,7948270,2.32755052357305e-05
1965-12-16,140,7948270,1.76138958540664e-05
1965-12-23,185,7948270,2.32755052357305e-05
1965-12-31,228,7948270,2.86854875337652e-05
1966-01-07,242,7913600,3.05802668823292e-05
1966-01-14,269,7913600,3.3992114840275e-05
1966-01-21,205,7913600,2.59047715325516e-05
1966-01-28,249,7913600,3.14648200566114e-05
1966-02-04,383,7913600,4.83976951071573e-05
1966-02-11,388,7913600,4.90295188030732e-05
1966-02-18,397,7913600,5.01668014557218e-05
1966-02-25,427,7913600,5.39577436312171e-05
1966-03-04,376,7913600,4.75131419328751e-05
1966-03-11,477,7913600,6.02759805903761e-05
1966-03-18,392,7913600,4.95349777598059e-05
1966-03-25,418,7913600,5.28204609785685e-05
1966-04-01,533,7913600,6.7352405984634e-05
1966-04-08,387,7913600,4.890315406389e-05
1966-04-15,510,7913600,6.4446016983421e-05
1966-04-22,605,7913600,7.64506672058229e-05
1966-04-29,525,7913600,6.63414880711686e-05
1966-05-06,459,7913600,5.80014152850789e-05
1966-05-13,429,7913600,5.42104731095835e-05
1966-05-20,456,7913600,5.76223210675293e-05
1966-05-27,621,7913600,7.84725030327537e-05
1966-06-03,479,7913600,6.05287100687424e-05
1966-06-10,752,7913600,9.50262838657501e-05
1966-06-17,609,7913600,7.69561261625556e-05
1966-06-24,714,7913600,9.02244237767893e-05
1966-07-01,717,7913600,9.06035179943389e-05
1966-07-08,839,7913600,0.000106020016174687
1966-07-15,781,7913600,9.86908613020623e-05
1966-07-22,812,7913600,0.000102608168216741
1966-07-29,855,7913600,0.000108041852001617
1966-08-05,978,7913600,0.000123584714921148
1966-08-12,965,7913600,0.000121941973311767
1966-08-19,828,7913600,0.000104630004043672
1966-08-26,600,7913600,7.5818843509907e-05
1966-09-02,403,7913600,5.09249898908209e-05
1966-09-09,401,7913600,5.06722604124545e-05
1966-09-16,327,7913600,4.13212697128993e-05
1966-09-23,340,7913600,4.29640113222806e-05
1966-09-30,344,7913600,4.34694702790133e-05
1966-10-07,449,7913600,5.67377678932471e-05
1966-10-14,694,7913600,8.76971289931258e-05
1966-10-21,889,7913600,0.000112338253133846
1966-10-28,1031,7913600,0.000130282046097857
1966-11-04,1058,7913600,0.000133693894055803
1966-11-11,1238,7913600,0.000156439547108775
1966-11-18,1343,7913600,0.000169707844723008
1966-11-25,1727,7913600,0.000218231904569349
1966-12-02,2177,7913600,0.000275096037201779
1966-12-09,2498,7913600,0.00031565911847958
1966-12-16,2527,7913600,0.000319323695915892
1966-12-23,2861,7913600,0.000361529518803073
1966-12-31,3361,7913600,0.000424711888394662
1967-01-07,5105,7880760,0.000647780163334501
1967-01-14,3994,7880760,0.000506803912313026
1967-01-21,3563,7880760,0.000452113755526117
1967-01-28,3357,7880760,0.000425974144625645
1967-02-04,4402,7880760,0.000558575568853765
1967-02-11,4967,7880760,0.000630269161857486
1967-02-18,5245,7880760,0.000665544947441617
1967-02-25,5464,7880760,0.00069333414543775
1967-03-04,4933,7880760,0.000625954857145758
1967-03-11,4084,7880760,0.000518224130667601
1967-03-18,3871,7880760,0.000491196280561773
1967-03-25,2730,7880760,0.000346413290088773
1967-04-01,3295,7880760,0.000418106883092494
1967-04-08,3034,7880760,0.000384988249864226
1967-04-15,2023,7880760,0.000256701130347835
1967-04-22,1512,7880760,0.000191859668356859
1967-04-29,1175,7880760,0.000149097295184728
1967-05-06,1087,7880760,0.000137930859460255
1967-05-13,912,7880760,0.000115724879326359
1967-05-20,937,7880760,0.00011889716220263
1967-05-27,887,7880760,0.000112552596450089
1967-06-03,622,7880760,7.89263979616179e-05
1967-06-10,652,7880760,8.27331374131429e-05
1967-06-17,511,7880760,6.48414619909755e-05
1967-06-24,419,7880760,5.31674610062989e-05
1967-07-01,342,7880760,4.33968297473848e-05
1967-07-08,388,7880760,4.92338302397231e-05
1967-07-15,359,7880760,4.55539821032489e-05
1967-07-22,281,7880760,3.5656459529284e-05
1967-07-29,198,7880760,2.51244803800649e-05
1967-08-05,291,7880760,3.69253726797923e-05
1967-08-12,190,7880760,2.41093498596582e-05
1967-08-19,185,7880760,2.3474893284404e-05
1967-08-26,110,7880760,1.39580446555916e-05
1967-09-02,78,7880760,9.89752257396495e-06
1967-09-09,75,7880760,9.51684862881245e-06
1967-09-16,70,7880760,8.88239205355829e-06
1967-09-23,49,7880760,6.2176744374908e-06
1967-09-30,79,7880760,1.00244138890158e-05
1967-10-07,53,7880760,6.72523969769413e-06
1967-10-14,72,7880760,9.13617468365995e-06
1967-10-21,67,7880760,8.50171810840579e-06
1967-10-28,77,7880760,9.77063125891411e-06
1967-11-04,77,7880760,9.77063125891411e-06
1967-11-11,51,7880760,6.47145706759247e-06
1967-11-18,51,7880760,6.47145706759247e-06
1967-11-25,47,7880760,5.96389180738913e-06
1967-12-02,48,7880760,6.09078312243997e-06
1967-12-09,51,7880760,6.47145706759247e-06
1967-12-16,40,7880760,5.07565260203331e-06
1967-12-23,31,7880760,3.93363076657581e-06
1967-12-31,22,7880760,2.79160893111832e-06
1968-01-06,47,7763820,6.05372097756002e-06
1968-01-13,35,7763820,4.50809008967235e-06
1968-01-20,32,7763820,4.12168236770044e-06
1968-01-27,38,7763820,4.89449781164427e-06
1968-02-03,39,7763820,5.02330038563491e-06
1968-02-10,51,7763820,6.56893127352257e-06
1968-02-17,60,7763820,7.72815443943832e-06
1968-02-24,48,7763820,6.18252355155066e-06
1968-03-01,50,7763820,6.44012869953193e-06
1968-03-08,71,7763820,9.14498275333534e-06
1968-03-15,95,7763820,1.22362445291107e-05
1968-03-22,113,7763820,1.45546908609422e-05
1968-03-29,118,7763820,1.51987037308954e-05
1968-04-05,138,7763820,1.77747552107081e-05
1968-04-12,132,7763820,1.70019397667643e-05
1968-04-19,107,7763820,1.37818754169983e-05
1968-04-26,172,7763820,2.21540427263898e-05
1968-05-02,150,7763820,1.93203860985958e-05
1968-05-09,162,7763820,2.08660169864835e-05
1968-05-16,155,7763820,1.9964398968549e-05
1968-05-23,221,7763820,2.84653688519311e-05
1968-05-30,292,7763820,3.76103516052665e-05
