year,date,cases,births,population,P,B_t
1969,1969-10-14,109,120832,7704500,1.41475760918943e-05,0.0156833019663833
1969,1969-10-21,125,120832,7704500,1.62242845090532e-05,0.0156833019663833
1969,1969-10-28,98,120832,7704500,1.27198390550977e-05,0.0156833019663833
1969,1969-11-04,118,120832,7704500,1.53157245765462e-05,0.0156833019663833
1969,1969-11-11,112,120832,7704500,1.45369589201116e-05,0.0156833019663833
1969,1969-11-18,88,120832,7704500,1.14218962943734e-05,0.0156833019663833
1969,1969-11-25,96,120832,7704500,1.24602505029528e-05,0.0156833019663833
1969,1969-12-02,100,120832,7704500,1.29794276072425e-05,0.0156833019663833
1969,1969-12-09,100,120832,7704500,1.29794276072425e-05,0.0156833019663833
1969,1969-12-16,134,120832,7704500,1.7392432993705e-05,0.0156833019663833
1969,1969-12-23,78,120832,7704500,1.01239535336492e-05,0.0156833019663833
1969,1969-12-31,189,120832,7704500,2.45311181776884e-05,0.0156833019663833
1970,1970-01-07,156,115953,7612300,2.04931492453004e-05,0.0152323213746174
1970,1970-01-14,113,115953,7612300,1.48443965687112e-05,0.0152323213746174
1970,1970-01-21,180,115953,7612300,2.3645941436885e-05,0.0152323213746174
1970,1970-01-28,207,115953,7612300,2.71928326524178e-05,0.0152323213746174
1970,1970-02-04,251,115953,7612300,3.2972951670323e-05,0.0152323213746174
1970,1970-02-11,292,115953,7612300,3.83589716642802e-05,0.0152323213746174
1970,1970-02-18,299,115953,7612300,3.92785360534924e-05,0.0152323213746174
1970,1970-02-25,367,115953,7612300,4.82114472629823e-05,0.0152323213746174
1970,1970-03-04,305,115953,7612300,4.00667341013885e-05,0.0152323213746174
1970,1970-03-11,286,115953,7612300,3.7570773616384e-05,0.0152323213746174
1970,1970-03-18,303,115953,7612300,3.98040014187565e-05,0.0152323213746174
1970,1970-03-25,309,115953,7612300,4.05921994666527e-05,0.0152323213746174
1970,1970-04-01,361,115953,7612300,4.74232492150861e-05,0.0152323213746174
1970,1970-04-08,441,115953,7612300,5.79325565203684e-05,0.0152323213746174
1970,1970-04-15,352,115953,7612300,4.62409521432419e-05,0.0152323213746174
1970,1970-04-22,317,115953,7612300,4.16431301971809e-05,0.0152323213746174
1970,1970-04-29,271,115953,7612300,3.56002784966436e-05,0.0152323213746174
1970,1970-05-06,340,115953,7612300,4.46645560474495e-05,0.0152323213746174
1970,1970-05-13,334,115953,7612300,4.38763579995534e-05,0.0152323213746174
1970,1970-05-20,482,115953,7612300,6.33185765143255e-05,0.0152323213746174
1970,1970-05-27,553,115953,7612300,7.26455867477635e-05,0.0152323213746174
1970,1970-06-03,701,115953,7612300,9.20878052625356e-05,0.0152323213746174
1970,1970-06-10,676,115953,7612300,8.88036467296349e-05,0.0152323213746174
1970,1970-06-17,684,115953,7612300,8.98545774601632e-05,0.0152323213746174
1970,1970-06-24,637,115953,7612300,8.36803594183098e-05,0.0152323213746174
1970,1970-07-01,743,115953,7612300,9.76051915978088e-05,0.0152323213746174
1970,1970-07-08,767,115953,7612300,0.000100757983789393,0.0152323213746174
1970,1970-07-15,922,115953,7612300,0.000121119766693378,0.0152323213746174
1970,1970-07-22,959,115953,7612300,0.000125980321322071,0.0152323213746174
1970,1970-07-29,891,115953,7612300,0.000117047410112581,0.0152323213746174
1970,1970-08-05,988,115953,7612300,0.000129789945220236,0.0152323213746174
1970,1970-08-12,887,115953,7612300,0.000116521944747317,0.0152323213746174
1970,1970-08-19,792,115953,7612300,0.000104042142322294,0.0152323213746174
1970,1970-08-26,551,115953,7612300,7.23828540651314e-05,0.0152323213746174
1970,1970-09-02,358,115953,7612300,4.7029150191138e-05,0.0152323213746174
1970,1970-09-09,417,115953,7612300,5.47797643287837e-05,0.0152323213746174
1970,1970-09-16,301,115953,7612300,3.95412687361244e-05,0.0152323213746174
1970,1970-09-23,318,115953,7612300,4.17744965384969e-05,0.0152323213746174
1970,1970-09-30,373,115953,7612300,4.89996453108785e-05,0.0152323213746174
1970,1970-10-07,496,115953,7612300,6.51577052927499e-05,0.0152323213746174
1970,1970-10-14,529,115953,7612300,6.94927945561788e-05,0.0152323213746174
1970,1970-10-21,726,115953,7612300,9.53719637954363e-05,0.0152323213746174
1970,1970-10-28,566,115953,7612300,7.43533491848719e-05,0.0152323213746174
1970,1970-11-04,684,115953,7612300,8.98545774601632e-05,0.0152323213746174
1970,1970-11-11,761,115953,7612300,9.99697857414973e-05,0.0152323213746174
1970,1970-11-18,699,115953,7612300,9.18250725799036e-05,0.0152323213746174
1970,1970-11-25,741,115953,7612300,9.73424589151768e-05,0.0152323213746174
1970,1970-12-02,1019,115953,7612300,0.000133862301801033,0.0152323213746174
1970,1970-12-09,892,115953,7612300,0.000117178776453897,0.0152323213746174
1970,1970-12-16,1009,115953,7612300,0.000132548638387872,0.0152323213746174
1970,1970-12-23,869,115953,7612300,0.000114157350603628,0.0152323213746174
1970,1970-12-31,1202,115953,7612300,0.000157902342261866,0.0152323213746174
1971,1971-01-07,1091,113068,7418020,0.000147074286669489,0.0152423422961922
1971,1971-01-14,838,113068,7418020,0.000112968150530735,0.0152423422961922
1971,1971-01-21,454,113068,7418020,6.12023154426653e-05,0.0152423422961922
1971,1971-01-28,219,113068,7418020,2.95227028236645e-05,0.0152423422961922
1971,1971-02-04,346,113068,7418020,4.66431743241458e-05,0.0152423422961922
1971,1971-02-11,597,113068,7418020,8.04796967384828e-05,0.0152423422961922
1971,1971-02-18,609,113068,7418020,8.2097379084985e-05,0.0152423422961922
1971,1971-02-25,671,113068,7418020,9.04554045419128e-05,0.0152423422961922
1971,1971-03-04,796,113068,7418020,0.000107306262317977,0.0152423422961922
1971,1971-03-11,1250,113068,7418020,0.000168508577760642,0.0152423422961922
1971,1971-03-18,1403,113068,7418020,0.000189134027678545,0.0152423422961922
1971,1971-03-25,1016,113068,7418020,0.00013696377200385,0.0152423422961922
1971,1971-04-01,922,113068,7418020,0.00012429192695625,0.0152423422961922
1971,1971-04-08,558,113068,7418020,7.52222291123507e-05,0.0152423422961922
1971,1971-04-15,704,113068,7418020,9.49040309947938e-05,0.0152423422961922
1971,1971-04-22,781,113068,7418020,0.000105284159384849,0.0152423422961922
1971,1971-04-29,674,113068,7418020,9.08598251285384e-05,0.0152423422961922
1971,1971-05-06,478,113068,7418020,6.44376801356696e-05,0.0152423422961922
1971,1971-05-13,312,113068,7418020,4.20597410090563e-05,0.0152423422961922
1971,1971-05-20,430,113068,7418020,5.7966950749661e-05,0.0152423422961922
1971,1971-05-27,365,113068,7418020,4.92045047061076e-05,0.0152423422961922
1971,1971-06-03,304,113068,7418020,4.09812861113882e-05,0.0152423422961922
1971,1971-06-10,379,113068,7418020,5.10918007770268e-05,0.0152423422961922
1971,1971-06-17,362,113068,7418020,4.8800084119482e-05,0.0152423422961922
1971,1971-06-24,399,113068,7418020,5.3787938021197e-05,0.0152423422961922
1971,1971-07-01,419,113068,7418020,5.64840752653673e-05,0.0152423422961922
1971,1971-07-08,344,113068,7418020,4.63735605997288e-05,0.0152423422961922
1971,1971-07-15,350,113068,7418020,4.71824017729799e-05,0.0152423422961922
1971,1971-07-22,248,113068,7418020,3.34321018277114e-05,0.0152423422961922
1971,1971-07-29,265,113068,7418020,3.57238184852562e-05,0.0152423422961922
1971,1971-08-05,248,113068,7418020,3.34321018277114e-05,0.0152423422961922
1971,1971-08-12,176,113068,7418020,2.37260077486984e-05,0.0152423422961922
1971,1971-08-19,138,113068,7418020,1.86033469847749e-05,0.0152423422961922
1971,1971-08-26,109,113068,7418020,1.4693947980728e-05,0.0152423422961922
1971,1971-09-02,80,113068,7418020,1.07845489766811e-05,0.0152423422961922
1971,1971-09-09,92,113068,7418020,1.24022313231833e-05,0.0152423422961922
1971,1971-09-16,59,113068,7418020,7.95360487030232e-06,0.0152423422961922
1971,1971-09-23,53,113068,7418020,7.14476369705124e-06,0.0152423422961922
1971,1971-09-30,35,113068,7418020,4.71824017729799e-06,0.0152423422961922
1971,1971-10-07,32,113068,7418020,4.31381959067244e-06,0.0152423422961922
1971,1971-10-14,50,113068,7418020,6.74034311042569e-06,0.0152423422961922
1971,1971-10-21,49,113068,7418020,6.60553624821718e-06,0.0152423422961922
1971,1971-10-28,78,113068,7418020,1.05149352522641e-05,0.0152423422961922
1971,1971-11-04,62,113068,7418020,8.35802545692786e-06,0.0152423422961922
1971,1971-11-11,99,113068,7418020,1.33458793586429e-05,0.0152423422961922
1971,1971-11-18,64,113068,7418020,8.62763918134489e-06,0.0152423422961922
1971,1971-11-25,94,113068,7418020,1.26718450476003e-05,0.0152423422961922
1971,1971-12-02,94,113068,7418020,1.26718450476003e-05,0.0152423422961922
1971,1971-12-09,125,113068,7418020,1.68508577760642e-05,0.0152423422961922
1971,1971-12-16,122,113068,7418020,1.64464371894387e-05,0.0152423422961922
1971,1971-12-23,139,113068,7418020,1.87381538469834e-05,0.0152423422961922
1971,1971-12-31,120,113068,7418020,1.61768234650217e-05,0.0152423422961922
1972,1972-01-07,152,103526,7353810,2.06695576850639e-05,0.0140778725585785
1972,1972-01-14,112,103526,7353810,1.52302003995208e-05,0.0140778725585785
1972,1972-01-21,83,103526,7353810,1.1286666367502e-05,0.0140778725585785
1972,1972-01-28,87,103526,7353810,1.18306020960563e-05,0.0140778725585785
1972,1972-02-04,98,103526,7353810,1.33264253495807e-05,0.0140778725585785
1972,1972-02-11,113,103526,7353810,1.53661843316594e-05,0.0140778725585785
1972,1972-02-18,133,103526,7353810,1.80858629744309e-05,0.0140778725585785
1972,1972-02-25,157,103526,7353810,2.13494773457568e-05,0.0140778725585785
1972,1972-03-03,186,103526,7353810,2.52930113777756e-05,0.0140778725585785
1972,1972-03-10,216,103526,7353810,2.9372529341933e-05,0.0140778725585785
1972,1972-03-17,191,103526,7353810,2.59729310384685e-05,0.0140778725585785
1972,1972-03-24,203,103526,7353810,2.76047382241314e-05,0.0140778725585785
1972,1972-03-31,192,103526,7353810,2.61089149706071e-05,0.0140778725585785
1972,1972-04-07,173,103526,7353810,2.35252202599741e-05,0.0140778725585785
1972,1972-04-14,213,103526,7353810,2.89645775455172e-05,0.0140778725585785
1972,1972-04-21,189,103526,7353810,2.57009631741913e-05,0.0140778725585785
1972,1972-04-28,154,103526,7353810,2.09415255493411e-05,0.0140778725585785
1972,1972-05-05,142,103526,7353810,1.93097183636781e-05,0.0140778725585785
1972,1972-05-12,195,103526,7353810,2.65168667670228e-05,0.0140778725585785
1972,1972-05-19,179,103526,7353810,2.43411238528056e-05,0.0140778725585785
1972,1972-05-26,197,103526,7353810,2.67888346313e-05,0.0140778725585785
1972,1972-06-02,192,103526,7353810,2.61089149706071e-05,0.0140778725585785
1972,1972-06-09,266,103526,7353810,3.61717259488619e-05,0.0140778725585785
1972,1972-06-16,249,103526,7353810,3.3859999102506e-05,0.0140778725585785
1972,1972-06-23,271,103526,7353810,3.68516456095548e-05,0.0140778725585785
1972,1972-06-30,255,103526,7353810,3.46759026953375e-05,0.0140778725585785
1972,1972-07-07,328,103526,7353810,4.46027297414538e-05,0.0140778725585785
1972,1972-07-14,369,103526,7353810,5.01780709591355e-05,0.0140778725585785
1972,1972-07-21,400,103526,7353810,5.43935728554314e-05,0.0140778725585785
1972,1972-07-28,361,103526,7353810,4.90901995020268e-05,0.0140778725585785
1972,1972-08-04,376,103526,7353810,5.11299584841055e-05,0.0140778725585785
1972,1972-08-11,343,103526,7353810,4.66424887235324e-05,0.0140778725585785
1972,1972-08-18,262,103526,7353810,3.56277902203076e-05,0.0140778725585785
1972,1972-08-25,147,103526,7353810,1.9989638024371e-05,0.0140778725585785
1972,1972-09-01,121,103526,7353810,1.6454055788768e-05,0.0140778725585785
1972,1972-09-08,129,103526,7353810,1.75419272458766e-05,0.0140778725585785
1972,1972-09-15,111,103526,7353810,1.50942164673822e-05,0.0140778725585785
1972,1972-09-22,92,103526,7353810,1.25105217567492e-05,0.0140778725585785
1972,1972-09-29,92,103526,7353810,1.25105217567492e-05,0.0140778725585785
1972,1972-10-06,130,103526,7353810,1.76779111780152e-05,0.0140778725585785
1972,1972-10-13,183,103526,7353810,2.48850595813599e-05,0.0140778725585785
1972,1972-10-20,207,103526,7353810,2.81486739526858e-05,0.0140778725585785
1972,1972-10-27,263,103526,7353810,3.57637741524461e-05,0.0140778725585785
1972,1972-11-03,298,103526,7353810,4.05232117772964e-05,0.0140778725585785
1972,1972-11-10,315,103526,7353810,4.28349386236522e-05,0.0140778725585785
1972,1972-11-17,334,103526,7353810,4.54186333342852e-05,0.0140778725585785
1972,1972-11-24,264,103526,7353810,3.58997580845847e-05,0.0140778725585785
1972,1972-12-01,332,103526,7353810,4.51466654700081e-05,0.0140778725585785
1972,1972-12-08,331,103526,7353810,4.50106815378695e-05,0.0140778725585785
1972,1972-12-15,318,103526,7353810,4.3242890420068e-05,0.0140778725585785
1972,1972-12-22,404,103526,7353810,5.49375085839857e-05,0.0140778725585785
1972,1972-12-31,262,103526,7353810,3.56277902203076e-05,0.0140778725585785
1973,1973-01-07,636,95033,7281080,8.73496788937905e-05,0.0130520472237635
1973,1973-01-14,573,95033,7281080,7.86971163618584e-05,0.0130520472237635
1973,1973-01-21,388,95033,7281080,5.32887978157087e-05,0.0130520472237635
1973,1973-01-28,392,95033,7281080,5.38381668653551e-05,0.0130520472237635
1973,1973-02-04,440,95033,7281080,6.04305954611129e-05,0.0130520472237635
1973,1973-02-11,577,95033,7281080,7.92464854115049e-05,0.0130520472237635
1973,1973-02-18,627,95033,7281080,8.61135985320859e-05,0.0130520472237635
1973,1973-02-25,711,95033,7281080,9.7650348574662e-05,0.0130520472237635
1973,1973-03-04,819,95033,7281080,0.000112483312915117,0.0130520472237635
1973,1973-03-11,782,95033,7281080,0.000107401649205887,0.0130520472237635
1973,1973-03-18,939,95033,7281080,0.000128964384404511,0.0130520472237635
1973,1973-03-25,1051,95033,7281080,0.000144346717794613,0.0130520472237635
1973,1973-04-01,967,95033,7281080,0.000132809967752037,0.0130520472237635
1973,1973-04-08,1063,95033,7281080,0.000145994824943552,0.0130520472237635
1973,1973-04-15,889,95033,7281080,0.00012209727128393,0.0130520472237635
1973,1973-04-22,823,95033,7281080,0.000113032681964763,0.0130520472237635
1973,1973-04-29,935,95033,7281080,0.000128415015354865,0.0130520472237635
1973,1973-05-06,862,95033,7281080,0.000118389030198817,0.0130520472237635
1973,1973-05-13,621,95033,7281080,8.52895449576162e-05,0.0130520472237635
1973,1973-05-20,508,95033,7281080,6.97698693051031e-05,0.0130520472237635
1973,1973-05-27,681,95033,7281080,9.35300807023134e-05,0.0130520472237635
1973,1973-06-03,560,95033,7281080,7.69116669505073e-05,0.0130520472237635
1973,1973-06-10,705,95033,7281080,9.68262950001923e-05,0.0130520472237635
1973,1973-06-17,555,95033,7281080,7.62249556384492e-05,0.0130520472237635
1973,1973-06-24,557,95033,7281080,7.64996401632725e-05,0.0130520472237635
1973,1973-07-01,509,95033,7281080,6.99072115675147e-05,0.0130520472237635
1973,1973-07-08,577,95033,7281080,7.92464854115049e-05,0.0130520472237635
1973,1973-07-15,447,95033,7281080,6.13919912979943e-05,0.0130520472237635
1973,1973-07-22,479,95033,7281080,6.57869436951661e-05,0.0130520472237635
1973,1973-07-29,396,95033,7281080,5.43875359150016e-05,0.0130520472237635
1973,1973-08-05,432,95033,7281080,5.933185736182e-05,0.0130520472237635
1973,1973-08-12,427,95033,7281080,5.86451460497618e-05,0.0130520472237635
1973,1973-08-19,329,95033,7281080,4.51856043334231e-05,0.0130520472237635
1973,1973-08-26,213,95033,7281080,2.92539018936751e-05,0.0130520472237635
1973,1973-09-02,153,95033,7281080,2.10133661489779e-05,0.0130520472237635
1973,1973-09-09,123,95033,7281080,1.68930982766293e-05,0.0130520472237635
1973,1973-09-16,96,95033,7281080,1.31848571915155e-05,0.0130520472237635
1973,1973-09-23,67,95033,7281080,9.20193158157856e-06,0.0130520472237635
1973,1973-09-30,88,95033,7281080,1.20861190922226e-05,0.0130520472237635
1973,1973-10-07,93,95033,7281080,1.27728304042807e-05,0.0130520472237635
1973,1973-10-14,111,95033,7281080,1.52449911276898e-05,0.0130520472237635
1973,1973-10-21,109,95033,7281080,1.49703066028666e-05,0.0130520472237635
1973,1973-10-28,102,95033,7281080,1.40089107659853e-05,0.0130520472237635
1973,1973-11-04,132,95033,7281080,1.81291786383339e-05,0.0130520472237635
1973,1973-11-11,76,95033,7281080,1.04380119432831e-05,0.0130520472237635
1973,1973-11-18,155,95033,7281080,2.12880506738011e-05,0.0130520472237635
1973,1973-11-25,132,95033,7281080,1.81291786383339e-05,0.0130520472237635
1973,1973-12-02,115,95033,7281080,1.57943601773363e-05,0.0130520472237635
1973,1973-12-09,120,95033,7281080,1.64810714893944e-05,0.0130520472237635
1973,1973-12-16,118,95033,7281080,1.62063869645712e-05,0.0130520472237635
1973,1973-12-23,149,95033,7281080,2.04639970993314e-05,0.0130520472237635
1973,1973-12-31,76,95033,7281080,1.04380119432831e-05,0.0130520472237635
1974,1974-01-06,135,90512,7167600,1.88347564038172e-05,0.0126279368268319
1974,1974-01-13,140,90512,7167600,1.95323399743289e-05,0.0126279368268319
1974,1974-01-20,129,90512,7167600,1.79976561192031e-05,0.0126279368268319
1974,1974-01-27,117,90512,7167600,1.63234555499749e-05,0.0126279368268319
1974,1974-02-03,118,90512,7167600,1.64629722640772e-05,0.0126279368268319
1974,1974-02-10,131,90512,7167600,1.82766895474078e-05,0.0126279368268319
1974,1974-02-17,221,90512,7167600,3.08331938166192e-05,0.0126279368268319
1974,1974-02-24,233,90512,7167600,3.25073943858474e-05,0.0126279368268319
1974,1974-03-02,230,90512,7167600,3.20888442435404e-05,0.0126279368268319
1974,1974-03-09,247,90512,7167600,3.44606283832803e-05,0.0126279368268319
1974,1974-03-16,213,90512,7167600,2.97170601038004e-05,0.0126279368268319
1974,1974-03-23,291,90512,7167600,4.05993638037837e-05,0.0126279368268319
1974,1974-03-30,287,90512,7167600,4.00412969473743e-05,0.0126279368268319
1974,1974-04-06,269,90512,7167600,3.7529996093532e-05,0.0126279368268319
1974,1974-04-13,238,90512,7167600,3.32049779563592e-05,0.0126279368268319
1974,1974-04-20,249,90512,7167600,3.4739661811485e-05,0.0126279368268319
1974,1974-04-27,250,90512,7167600,3.48791785255874e-05,0.0126279368268319
1974,1974-05-03,263,90512,7167600,3.66928958089179e-05,0.0126279368268319
1974,1974-05-10,162,90512,7167600,2.26017076845806e-05,0.0126279368268319
1974,1974-05-17,164,90512,7167600,2.28807411127853e-05,0.0126279368268319
1974,1974-05-24,233,90512,7167600,3.25073943858474e-05,0.0126279368268319
1974,1974-05-31,180,90512,7167600,2.51130085384229e-05,0.0126279368268319
1974,1974-06-07,236,90512,7167600,3.29259445281545e-05,0.0126279368268319
1974,1974-06-14,209,90512,7167600,2.9158993247391e-05,0.0126279368268319
1974,1974-06-21,208,90512,7167600,2.90194765332887e-05,0.0126279368268319
1974,1974-06-28,201,90512,7167600,2.80428595345722e-05,0.0126279368268319
1974,1974-07-04,258,90512,7167600,3.59953122384062e-05,0.0126279368268319
1974,1974-07-11,213,90512,7167600,2.97170601038004e-05,0.0126279368268319
1974,1974-07-18,241,90512,7167600,3.36235280986662e-05,0.0126279368268319
1974,1974-07-25,240,90512,7167600,3.34840113845639e-05,0.0126279368268319
1974,1974-08-01,202,90512,7167600,2.81823762486746e-05,0.0126279368268319
1974,1974-08-08,153,90512,7167600,2.13460572576595e-05,0.0126279368268319
1974,1974-08-15,145,90512,7167600,2.02299235448407e-05,0.0126279368268319
1974,1974-08-22,103,90512,7167600,1.4370221552542e-05,0.0126279368268319
1974,1974-08-29,48,90512,7167600,6.69680227691277e-06,0.0126279368268319
1974,1974-09-04,72,90512,7167600,1.00452034153692e-05,0.0126279368268319
1974,1974-09-11,42,90512,7167600,5.85970199229868e-06,0.0126279368268319
1974,1974-09-18,53,90512,7167600,7.39438584742452e-06,0.0126279368268319
1974,1974-09-25,71,90512,7167600,9.90568670126681e-06,0.0126279368268319
1974,1974-10-02,94,90512,7167600,1.31145711256209e-05,0.0126279368268319
1974,1974-10-09,88,90512,7167600,1.22774708410068e-05,0.0126279368268319
1974,1974-10-16,106,90512,7167600,1.4788771694849e-05,0.0126279368268319
1974,1974-10-23,131,90512,7167600,1.82766895474078e-05,0.0126279368268319
1974,1974-10-30,140,90512,7167600,1.95323399743289e-05,0.0126279368268319
1974,1974-11-05,185,90512,7167600,2.58105921089346e-05,0.0126279368268319
1974,1974-11-12,127,90512,7167600,1.77186226909984e-05,0.0126279368268319
1974,1974-11-19,144,90512,7167600,2.00904068307383e-05,0.0126279368268319
1974,1974-11-26,117,90512,7167600,1.63234555499749e-05,0.0126279368268319
1974,1974-12-03,185,90512,7167600,2.58105921089346e-05,0.0126279368268319
1974,1974-12-10,154,90512,7167600,2.14855739717618e-05,0.0126279368268319
1974,1974-12-17,175,90512,7167600,2.44154249679112e-05,0.0126279368268319
1974,1974-12-24,111,90512,7167600,1.54863552653608e-05,0.0126279368268319
1974,1974-12-31,260,90512,7167600,3.62743456666109e-05,0.0126279368268319
1975,1975-01-07,348,85877,7111500,4.89348238768192e-05,0.0120757927300851
1975,1975-01-14,232,85877,7111500,3.26232159178795e-05,0.0120757927300851
1975,1975-01-21,258,85877,7111500,3.62792659776419e-05,0.0120757927300851
1975,1975-01-28,256,85877,7111500,3.59980313576601e-05,0.0120757927300851
1975,1975-02-04,310,85877,7111500,4.35913660971666e-05,0.0120757927300851
1975,1975-02-11,311,85877,7111500,4.37319834071574e-05,0.0120757927300851
1975,1975-02-18,419,85877,7111500,5.89186528861703e-05,0.0120757927300851
1975,1975-02-25,475,85877,7111500,6.67932222456584e-05,0.0120757927300851
1975,1975-03-04,397,85877,7111500,5.58250720663714e-05,0.0120757927300851
1975,1975-03-11,399,85877,7111500,5.61063066863531e-05,0.0120757927300851
1975,1975-03-18,514,85877,7111500,7.2277297335302e-05,0.0120757927300851
1975,1975-03-25,537,85877,7111500,7.55114954650918e-05,0.0120757927300851
1975,1975-04-01,372,85877,7111500,5.23096393165999e-05,0.0120757927300851
1975,1975-04-08,592,85877,7111500,8.32454475145891e-05,0.0120757927300851
1975,1975-04-15,468,85877,7111500,6.58089010757224e-05,0.0120757927300851
1975,1975-04-22,416,85877,7111500,5.84968009561977e-05,0.0120757927300851
1975,1975-04-29,357,85877,7111500,5.0200379666737e-05,0.0120757927300851
1975,1975-05-06,425,85877,7111500,5.97623567461154e-05,0.0120757927300851
1975,1975-05-13,561,85877,7111500,7.88863109048724e-05,0.0120757927300851
1975,1975-05-20,529,85877,7111500,7.43865569851649e-05,0.0120757927300851
1975,1975-05-27,593,85877,7111500,8.33860648245799e-05,0.0120757927300851
1975,1975-06-03,778,85877,7111500,0.000109400267172889,0.0120757927300851
1975,1975-06-10,617,85877,7111500,8.67608802643605e-05,0.0120757927300851
1975,1975-06-17,539,85877,7111500,7.57927300850735e-05,0.0120757927300851
1975,1975-06-24,555,85877,7111500,7.80426070449272e-05,0.0120757927300851
1975,1975-07-01,524,85877,7111500,7.36834704352106e-05,0.0120757927300851
1975,1975-07-08,563,85877,7111500,7.91675455248541e-05,0.0120757927300851
1975,1975-07-15,503,85877,7111500,7.07305069254025e-05,0.0120757927300851
1975,1975-07-22,477,85877,7111500,6.70744568656402e-05,0.0120757927300851
1975,1975-07-29,437,85877,7111500,6.14497644660058e-05,0.0120757927300851
1975,1975-08-05,380,85877,7111500,5.34345777965268e-05,0.0120757927300851
1975,1975-08-12,306,85877,7111500,4.30288968572031e-05,0.0120757927300851
1975,1975-08-19,194,85877,7111500,2.72797581382268e-05,0.0120757927300851
1975,1975-08-26,118,85877,7111500,1.65928425789215e-05,0.0120757927300851
1975,1975-09-02,109,85877,7111500,1.53272867890037e-05,0.0120757927300851
1975,1975-09-09,107,85877,7111500,1.5046052169022e-05,0.0120757927300851
1975,1975-09-16,56,85877,7111500,7.87456935948815e-06,0.0120757927300851
1975,1975-09-23,94,85877,7111500,1.32180271391408e-05,0.0120757927300851
1975,1975-09-30,75,85877,7111500,1.05462982493145e-05,0.0120757927300851
1975,1975-10-07,114,85877,7111500,1.6030373338958e-05,0.0120757927300851
1975,1975-10-14,95,85877,7111500,1.33586444491317e-05,0.0120757927300851
1975,1975-10-21,112,85877,7111500,1.57491387189763e-05,0.0120757927300851
1975,1975-10-28,106,85877,7111500,1.49054348590311e-05,0.0120757927300851
1975,1975-11-04,136,85877,7111500,1.91239541587569e-05,0.0120757927300851
1975,1975-11-11,115,85877,7111500,1.61709906489489e-05,0.0120757927300851
1975,1975-11-18,96,85877,7111500,1.34992617591226e-05,0.0120757927300851
1975,1975-11-25,88,85877,7111500,1.23743232791957e-05,0.0120757927300851
1975,1975-12-02,80,85877,7111500,1.12493847992688e-05,0.0120757927300851
1975,1975-12-09,111,85877,7111500,1.56085214089854e-05,0.0120757927300851
1975,1975-12-16,71,85877,7111500,9.98382900935105e-06,0.0120757927300851
1975,1975-12-23,52,85877,7111500,7.31210011952471e-06,0.0120757927300851
1975,1975-12-31,87,85877,7111500,1.22337059692048e-05,0.0120757927300851
1976,1976-01-07,124,83233,7021400,1.76602956675307e-05,0.0118541886233515
1976,1976-01-14,116,83233,7021400,1.65209217534965e-05,0.0118541886233515
1976,1976-01-21,59,83233,7021400,8.40288261600251e-06,0.0118541886233515
1976,1976-01-28,105,83233,7021400,1.49542826216994e-05,0.0118541886233515
1976,1976-02-04,89,83233,7021400,1.26755347936309e-05,0.0118541886233515
1976,1976-02-11,100,83233,7021400,1.4242173925428e-05,0.0118541886233515
1976,1976-02-18,134,83233,7021400,1.90845130600735e-05,0.0118541886233515
1976,1976-02-25,100,83233,7021400,1.4242173925428e-05,0.0118541886233515
1976,1976-03-03,102,83233,7021400,1.45270174039365e-05,0.0118541886233515
1976,1976-03-10,118,83233,7021400,1.6805765232005e-05,0.0118541886233515
1976,1976-03-17,130,83233,7021400,1.85148261030564e-05,0.0118541886233515
1976,1976-03-24,122,83233,7021400,1.73754521890221e-05,0.0118541886233515
1976,1976-03-31,135,83233,7021400,1.92269347993278e-05,0.0118541886233515
1976,1976-04-07,157,83233,7021400,2.23602130629219e-05,0.0118541886233515
1976,1976-04-14,158,83233,7021400,2.25026348021762e-05,0.0118541886233515
1976,1976-04-21,182,83233,7021400,2.59207565442789e-05,0.0118541886233515
1976,1976-04-28,212,83233,7021400,3.01934087219073e-05,0.0118541886233515
1976,1976-05-05,155,83233,7021400,2.20753695844134e-05,0.0118541886233515
1976,1976-05-12,196,83233,7021400,2.79146608938388e-05,0.0118541886233515
1976,1976-05-19,209,83233,7021400,2.97661435041445e-05,0.0118541886233515
1976,1976-05-26,197,83233,7021400,2.80570826330931e-05,0.0118541886233515
1976,1976-06-02,230,83233,7021400,3.27570000284844e-05,0.0118541886233515
1976,1976-06-09,182,83233,7021400,2.59207565442789e-05,0.0118541886233515
1976,1976-06-16,210,83233,7021400,2.99085652433988e-05,0.0118541886233515
1976,1976-06-23,164,83233,7021400,2.33571652377019e-05,0.0118541886233515
1976,1976-06-30,134,83233,7021400,1.90845130600735e-05,0.0118541886233515
1976,1976-07-07,133,83233,7021400,1.89420913208192e-05,0.0118541886233515
1976,1976-07-14,157,83233,7021400,2.23602130629219e-05,0.0118541886233515
1976,1976-07-21,78,83233,7021400,1.11088956618338e-05,0.0118541886233515
1976,1976-07-28,96,83233,7021400,1.36724869684109e-05,0.0118541886233515
1976,1976-08-04,75,83233,7021400,1.0681630444071e-05,0.0118541886233515
1976,1976-08-11,81,83233,7021400,1.15361608795967e-05,0.0118541886233515
1976,1976-08-18,52,83233,7021400,7.40593044122255e-06,0.0118541886233515
1976,1976-08-25,40,83233,7021400,5.69686957017119e-06,0.0118541886233515
