year,date,cases,births,population,P,B_t
1944,1944-01-07,82,120310,6374980,1.28627854518759e-05,0.0188722160696975
1944,1944-01-14,98,120310,6374980,1.53725972473639e-05,0.0188722160696975
1944,1944-01-21,118,120310,6374980,1.85098619917239e-05,0.0188722160696975
1944,1944-01-28,153,120310,6374980,2.40000752943539e-05,0.0188722160696975
1944,1944-02-04,206,120310,6374980,3.23138268669078e-05,0.0188722160696975
1944,1944-02-11,217,120310,6374980,3.40393224763058e-05,0.0188722160696975
1944,1944-02-18,226,120310,6374980,3.54510916112678e-05,0.0188722160696975
1944,1944-02-25,239,120310,6374980,3.74903136951018e-05,0.0188722160696975
1944,1944-03-03,279,120310,6374980,4.37648431838218e-05,0.0188722160696975
1944,1944-03-10,244,120310,6374980,3.82746298811918e-05,0.0188722160696975
1944,1944-03-17,286,120310,6374980,4.48628858443477e-05,0.0188722160696975
1944,1944-03-24,363,120310,6374980,5.69413551101337e-05,0.0188722160696975
1944,1944-03-31,300,120310,6374980,4.70589711653997e-05,0.0188722160696975
1944,1944-04-07,324,120310,6374980,5.08236888586317e-05,0.0188722160696975
1944,1944-04-14,273,120310,6374980,4.28236637605138e-05,0.0188722160696975
1944,1944-04-21,283,120310,6374980,4.43922961326938e-05,0.0188722160696975
1944,1944-04-28,207,120310,6374980,3.24706901041258e-05,0.0188722160696975
1944,1944-05-05,213,120310,6374980,3.34118695274338e-05,0.0188722160696975
1944,1944-05-12,210,120310,6374980,3.29412798157798e-05,0.0188722160696975
1944,1944-05-19,213,120310,6374980,3.34118695274338e-05,0.0188722160696975
1944,1944-05-26,217,120310,6374980,3.40393224763058e-05,0.0188722160696975
1944,1944-06-02,271,120310,6374980,4.25099372860778e-05,0.0188722160696975
1944,1944-06-09,242,120310,6374980,3.79609034067558e-05,0.0188722160696975
1944,1944-06-16,199,120310,6374980,3.12157842063818e-05,0.0188722160696975
1944,1944-06-23,139,120310,6374980,2.18039899733019e-05,0.0188722160696975
1944,1944-06-30,129,120310,6374980,2.02353576011219e-05,0.0188722160696975
1944,1944-07-07,130,120310,6374980,2.03922208383399e-05,0.0188722160696975
1944,1944-07-14,130,120310,6374980,2.03922208383399e-05,0.0188722160696975
1944,1944-07-21,90,120310,6374980,1.41176913496199e-05,0.0188722160696975
1944,1944-07-28,73,120310,6374980,1.14510163169139e-05,0.0188722160696975
1944,1944-08-04,47,120310,6374980,7.37257214924596e-06,0.0188722160696975
1944,1944-08-11,36,120310,6374980,5.64707653984797e-06,0.0188722160696975
1944,1944-08-18,39,120310,6374980,6.11766625150197e-06,0.0188722160696975
1944,1944-08-25,21,120310,6374980,3.29412798157798e-06,0.0188722160696975
1944,1944-09-01,27,120310,6374980,4.23530740488598e-06,0.0188722160696975
1944,1944-09-08,14,120310,6374980,2.19608532105199e-06,0.0188722160696975
1944,1944-09-15,29,120310,6374980,4.54903387932198e-06,0.0188722160696975
1944,1944-09-22,19,120310,6374980,2.98040150714198e-06,0.0188722160696975
1944,1944-09-29,27,120310,6374980,4.23530740488598e-06,0.0188722160696975
1944,1944-10-06,38,120310,6374980,5.96080301428397e-06,0.0188722160696975
1944,1944-10-13,28,120310,6374980,4.39217064210398e-06,0.0188722160696975
1944,1944-10-20,54,120310,6374980,8.47061480977195e-06,0.0188722160696975
1944,1944-10-27,65,120310,6374980,1.01961104191699e-05,0.0188722160696975
1944,1944-11-03,80,120310,6374980,1.25490589774399e-05,0.0188722160696975
1944,1944-11-10,57,120310,6374980,8.94120452142595e-06,0.0188722160696975
1944,1944-11-17,65,120310,6374980,1.01961104191699e-05,0.0188722160696975
1944,1944-11-24,110,120310,6374980,1.72549560939799e-05,0.0188722160696975
1944,1944-12-01,84,120310,6374980,1.31765119263119e-05,0.0188722160696975
1944,1944-12-08,123,120310,6374980,1.92941781778139e-05,0.0188722160696975
1944,1944-12-15,114,120310,6374980,1.78824090428519e-05,0.0188722160696975
1944,1944-12-22,163,120310,6374980,2.55687076665339e-05,0.0188722160696975
1944,1944-12-31,155,120310,6374980,2.43138017687899e-05,0.0188722160696975
1945,1945-01-07,240,115786,6651040,3.60845822608194e-05,0.0174087060068801
1945,1945-01-14,210,115786,6651040,3.15740094782169e-05,0.0174087060068801
1945,1945-01-21,290,115786,6651040,4.36022035651567e-05,0.0174087060068801
1945,1945-01-28,381,115786,6651040,5.72842743390507e-05,0.0174087060068801
1945,1945-02-04,573,115786,6651040,8.61519401477062e-05,0.0174087060068801
1945,1945-02-11,814,115786,6651040,0.000122386874834612,0.0174087060068801
1945,1945-02-18,640,115786,6651040,9.62255526955183e-05,0.0174087060068801
1945,1945-02-25,977,115786,6651040,0.000146894320286752,0.0174087060068801
1945,1945-03-04,986,115786,6651040,0.000148247492121533,0.0174087060068801
1945,1945-03-11,1072,115786,6651040,0.000161177800764993,0.0174087060068801
1945,1945-03-18,1498,115786,6651040,0.000225227934277948,0.0174087060068801
1945,1945-03-25,1601,115786,6651040,0.000240714234164883,0.0174087060068801
1945,1945-04-01,1652,115786,6651040,0.000248382207895307,0.0174087060068801
1945,1945-04-08,1688,115786,6651040,0.00025379489523443,0.0174087060068801
1945,1945-04-15,1651,115786,6651040,0.00024823185546922,0.0174087060068801
1945,1945-04-22,1314,115786,6651040,0.000197563087877986,0.0174087060068801
1945,1945-04-29,1058,115786,6651040,0.000159072866799779,0.0174087060068801
1945,1945-05-06,815,115786,6651040,0.000122537227260699,0.0174087060068801
1945,1945-05-13,822,115786,6651040,0.000123589694243306,0.0174087060068801
1945,1945-05-20,819,115786,6651040,0.000123138636965046,0.0174087060068801
1945,1945-05-27,614,115786,6651040,9.23163896172629e-05,0.0174087060068801
1945,1945-06-03,508,115786,6651040,7.63790324520677e-05,0.0174087060068801
1945,1945-06-10,472,115786,6651040,7.09663451129447e-05,0.0174087060068801
1945,1945-06-17,412,115786,6651040,6.19451995477399e-05,0.0174087060068801
1945,1945-06-24,342,115786,6651040,5.14205297216676e-05,0.0174087060068801
1945,1945-07-01,249,115786,6651040,3.74377540956001e-05,0.0174087060068801
1945,1945-07-08,220,115786,6651040,3.30775337390844e-05,0.0174087060068801
1945,1945-07-15,207,115786,6651040,3.11229521999567e-05,0.0174087060068801
1945,1945-07-22,153,115786,6651040,2.30039211912723e-05,0.0174087060068801
1945,1945-07-29,129,115786,6651040,1.93954629651904e-05,0.0174087060068801
1945,1945-08-05,113,115786,6651040,1.69898241478024e-05,0.0174087060068801
1945,1945-08-12,61,115786,6651040,9.17149799129159e-06,0.0174087060068801
1945,1945-08-19,66,115786,6651040,9.92326012172532e-06,0.0174087060068801
1945,1945-08-26,61,115786,6651040,9.17149799129159e-06,0.0174087060068801
1945,1945-09-02,48,115786,6651040,7.21691645216387e-06,0.0174087060068801
1945,1945-09-09,36,115786,6651040,5.4126873391229e-06,0.0174087060068801
1945,1945-09-16,46,115786,6651040,6.91621159999038e-06,0.0174087060068801
1945,1945-09-23,51,115786,6651040,7.66797373042412e-06,0.0174087060068801
1945,1945-09-30,35,115786,6651040,5.26233491303616e-06,0.0174087060068801
1945,1945-10-07,33,115786,6651040,4.96163006086266e-06,0.0174087060068801
1945,1945-10-14,48,115786,6651040,7.21691645216387e-06,0.0174087060068801
1945,1945-10-21,40,115786,6651040,6.01409704346989e-06,0.0174087060068801
1945,1945-10-28,47,115786,6651040,7.06656402607713e-06,0.0174087060068801
1945,1945-11-04,32,115786,6651040,4.81127763477591e-06,0.0174087060068801
1945,1945-11-11,23,115786,6651040,3.45810579999519e-06,0.0174087060068801
1945,1945-11-18,35,115786,6651040,5.26233491303616e-06,0.0174087060068801
1945,1945-11-25,42,115786,6651040,6.31480189564339e-06,0.0174087060068801
1945,1945-12-02,43,115786,6651040,6.46515432173014e-06,0.0174087060068801
1945,1945-12-09,33,115786,6651040,4.96163006086266e-06,0.0174087060068801
1945,1945-12-16,42,115786,6651040,6.31480189564339e-06,0.0174087060068801
1945,1945-12-23,52,115786,6651040,7.81832615651086e-06,0.0174087060068801
1945,1945-12-31,69,115786,6651040,1.03743173999856e-05,0.0174087060068801
1946,1946-01-07,88,158005,7696580,1.14336497509283e-05,0.0205292480556299
1946,1946-01-14,86,158005,7696580,1.11737940747709e-05,0.0205292480556299
1946,1946-01-21,109,158005,7696580,1.41621343505817e-05,0.0205292480556299
1946,1946-01-28,100,158005,7696580,1.29927838078731e-05,0.0205292480556299
1946,1946-02-04,221,158005,7696580,2.87140522153996e-05,0.0205292480556299
1946,1946-02-11,237,158005,7696580,3.07928976246593e-05,0.0205292480556299
1946,1946-02-18,353,158005,7696580,4.58645268417921e-05,0.0205292480556299
1946,1946-02-25,389,158005,7696580,5.05419290126264e-05,0.0205292480556299
1946,1946-03-04,372,158005,7696580,4.8333155765288e-05,0.0205292480556299
1946,1946-03-11,557,158005,7696580,7.23698058098532e-05,0.0205292480556299
1946,1946-03-18,430,158005,7696580,5.58689703738544e-05,0.0205292480556299
1946,1946-03-25,597,158005,7696580,7.75669193330025e-05,0.0205292480556299
1946,1946-04-01,675,158005,7696580,8.77012907031435e-05,0.0205292480556299
1946,1946-04-08,736,158005,7696580,9.56268888259461e-05,0.0205292480556299
1946,1946-04-15,950,158005,7696580,0.000123431446174795,0.0205292480556299
1946,1946-04-22,935,158005,7696580,0.000121482528603614,0.0205292480556299
1946,1946-04-29,1054,158005,7696580,0.000136943941334983,0.0205292480556299
1946,1946-05-06,1056,158005,7696580,0.00013720379701114,0.0205292480556299
1946,1946-05-13,928,158005,7696580,0.000120573033737062,0.0205292480556299
1946,1946-05-20,836,158005,7696580,0.000108619672633819,0.0205292480556299
1946,1946-05-27,1034,158005,7696580,0.000134345384573408,0.0205292480556299
1946,1946-06-03,967,158005,7696580,0.000125640219422133,0.0205292480556299
1946,1946-06-10,1073,158005,7696580,0.000139412570258478,0.0205292480556299
1946,1946-06-17,1081,158005,7696580,0.000140451992963108,0.0205292480556299
1946,1946-06-24,977,158005,7696580,0.00012693949780292,0.0205292480556299
1946,1946-07-01,866,158005,7696580,0.000112517507776181,0.0205292480556299
1946,1946-07-08,797,158005,7696580,0.000103552486948749,0.0205292480556299
1946,1946-07-15,630,158005,7696580,8.18545379896006e-05,0.0205292480556299
1946,1946-07-22,492,158005,7696580,6.39244963347357e-05,0.0205292480556299
1946,1946-07-29,478,158005,7696580,6.21055066016335e-05,0.0205292480556299
1946,1946-08-05,376,158005,7696580,4.88528671176029e-05,0.0205292480556299
1946,1946-08-12,350,158005,7696580,4.54747433275559e-05,0.0205292480556299
1946,1946-08-19,255,158005,7696580,3.31315987100764e-05,0.0205292480556299
1946,1946-08-26,161,158005,7696580,2.09183819306757e-05,0.0205292480556299
1946,1946-09-02,125,158005,7696580,1.62409797598414e-05,0.0205292480556299
1946,1946-09-09,93,158005,7696580,1.2083288941322e-05,0.0205292480556299
1946,1946-09-16,78,158005,7696580,1.0134371370141e-05,0.0205292480556299
1946,1946-09-23,82,158005,7696580,1.06540827224559e-05,0.0205292480556299
1946,1946-09-30,69,158005,7696580,8.96502082743244e-06,0.0205292480556299
1946,1946-10-07,91,158005,7696580,1.18234332651645e-05,0.0205292480556299
1946,1946-10-14,72,158005,7696580,9.35480434166864e-06,0.0205292480556299
1946,1946-10-21,116,158005,7696580,1.50716292171328e-05,0.0205292480556299
1946,1946-10-28,105,158005,7696580,1.36424229982668e-05,0.0205292480556299
1946,1946-11-04,119,158005,7696580,1.5461412731369e-05,0.0205292480556299
1946,1946-11-11,157,158005,7696580,2.03986705783608e-05,0.0205292480556299
1946,1946-11-18,141,158005,7696580,1.83198251691011e-05,0.0205292480556299
1946,1946-11-25,215,158005,7696580,2.79344851869272e-05,0.0205292480556299
1946,1946-12-02,221,158005,7696580,2.87140522153996e-05,0.0205292480556299
1946,1946-12-09,239,158005,7696580,3.10527533008167e-05,0.0205292480556299
1946,1946-12-16,243,158005,7696580,3.15724646531317e-05,0.0205292480556299
1946,1946-12-23,239,158005,7696580,3.10527533008167e-05,0.0205292480556299
1946,1946-12-31,229,158005,7696580,2.97534749200294e-05,0.0205292480556299
1947,1947-01-06,359,165925,7949780,4.51584823730971e-05,0.0208716467625519
1947,1947-01-13,291,165925,7949780,3.66047865475523e-05,0.0208716467625519
1947,1947-01-20,378,165925,7949780,4.75484856184699e-05,0.0208716467625519
1947,1947-01-27,418,165925,7949780,5.25800713982022e-05,0.0208716467625519
1947,1947-02-03,482,165925,7949780,6.06306086457738e-05,0.0208716467625519
1947,1947-02-10,583,165925,7949780,7.33353627395978e-05,0.0208716467625519
1947,1947-02-17,597,165925,7949780,7.50964177625041e-05,0.0208716467625519
1947,1947-02-24,644,165925,7949780,8.10085310536895e-05,0.0208716467625519
1947,1947-03-02,656,165925,7949780,8.25180067876092e-05,0.0208716467625519
1947,1947-03-09,574,165925,7949780,7.22032559391581e-05,0.0208716467625519
1947,1947-03-16,499,165925,7949780,6.27690326021601e-05,0.0208716467625519
1947,1947-03-23,513,165925,7949780,6.45300876250664e-05,0.0208716467625519
1947,1947-03-30,541,165925,7949780,6.80521976708789e-05,0.0208716467625519
1947,1947-04-06,440,165925,7949780,5.5347443577055e-05,0.0208716467625519
1947,1947-04-13,525,165925,7949780,6.6039563358986e-05,0.0208716467625519
1947,1947-04-20,490,165925,7949780,6.16369258017203e-05,0.0208716467625519
1947,1947-04-27,408,165925,7949780,5.13221749532691e-05,0.0208716467625519
1947,1947-05-03,363,165925,7949780,4.56616409510704e-05,0.0208716467625519
1947,1947-05-10,499,165925,7949780,6.27690326021601e-05,0.0208716467625519
1947,1947-05-17,532,165925,7949780,6.69200908704392e-05,0.0208716467625519
1947,1947-05-24,548,165925,7949780,6.89327251823321e-05,0.0208716467625519
1947,1947-05-31,545,165925,7949780,6.85553562488522e-05,0.0208716467625519
1947,1947-06-07,681,165925,7949780,8.56627478999419e-05,0.0208716467625519
1947,1947-06-14,515,165925,7949780,6.4781666914053e-05,0.0208716467625519
1947,1947-06-21,637,165925,7949780,8.01280035422364e-05,0.0208716467625519
1947,1947-06-28,439,165925,7949780,5.52216539325617e-05,0.0208716467625519
1947,1947-07-04,556,165925,7949780,6.99390423382786e-05,0.0208716467625519
1947,1947-07-11,473,165925,7949780,5.94985018453341e-05,0.0208716467625519
1947,1947-07-18,455,165925,7949780,5.72342882444546e-05,0.0208716467625519
1947,1947-07-25,373,165925,7949780,4.69195373960034e-05,0.0208716467625519
1947,1947-08-01,366,165925,7949780,4.60390098845503e-05,0.0208716467625519
1947,1947-08-08,303,165925,7949780,3.81142622814719e-05,0.0208716467625519
1947,1947-08-15,229,165925,7949780,2.88058285889672e-05,0.0208716467625519
1947,1947-08-22,143,165925,7949780,1.79879191625429e-05,0.0208716467625519
1947,1947-08-29,110,165925,7949780,1.38368608942637e-05,0.0208716467625519
1947,1947-09-04,61,165925,7949780,7.67316831409171e-06,0.0208716467625519
1947,1947-09-11,36,165925,7949780,4.52842720175904e-06,0.0208716467625519
1947,1947-09-18,48,165925,7949780,6.03790293567872e-06,0.0208716467625519
1947,1947-09-25,39,165925,7949780,4.90579613523896e-06,0.0208716467625519
1947,1947-10-02,32,165925,7949780,4.02526862378582e-06,0.0208716467625519
1947,1947-10-09,50,165925,7949780,6.28948222466534e-06,0.0208716467625519
1947,1947-10-16,63,165925,7949780,7.92474760307833e-06,0.0208716467625519
1947,1947-10-23,41,165925,7949780,5.15737542422558e-06,0.0208716467625519
1947,1947-10-30,67,165925,7949780,8.42790618105155e-06,0.0208716467625519
1947,1947-11-05,72,165925,7949780,9.05685440351809e-06,0.0208716467625519
1947,1947-11-12,116,165925,7949780,1.45915987612236e-05,0.0208716467625519
1947,1947-11-19,120,165925,7949780,1.50947573391968e-05,0.0208716467625519
1947,1947-11-26,121,165925,7949780,1.52205469836901e-05,0.0208716467625519
1947,1947-12-03,149,165925,7949780,1.87426570295027e-05,0.0208716467625519
1947,1947-12-10,156,165925,7949780,1.96231845409559e-05,0.0208716467625519
1947,1947-12-17,133,165925,7949780,1.67300227176098e-05,0.0208716467625519
1947,1947-12-24,115,165925,7949780,1.44658091167303e-05,0.0208716467625519
1947,1947-12-31,251,165925,7949780,3.157320076782e-05,0.0208716467625519
1948,1948-01-07,226,140063,8135380,2.77798947314078e-05,0.0172165282998459
1948,1948-01-14,240,140063,8135380,2.95007731660967e-05,0.0172165282998459
1948,1948-01-21,284,140063,8135380,3.49092482465478e-05,0.0172165282998459
1948,1948-01-28,340,140063,8135380,4.17927619853037e-05,0.0172165282998459
1948,1948-02-04,511,140063,8135380,6.28120628661476e-05,0.0172165282998459
1948,1948-02-11,649,140063,8135380,7.97750074366532e-05,0.0172165282998459
1948,1948-02-18,766,140063,8135380,9.41566343551254e-05,0.0172165282998459
1948,1948-02-25,932,140063,8135380,0.000114561335795009,0.0172165282998459
1948,1948-03-03,1303,140063,8135380,0.000160164614314267,0.0172165282998459
1948,1948-03-10,1257,140063,8135380,0.000154510299457432,0.0172165282998459
1948,1948-03-17,1716,140063,8135380,0.000210930528137592,0.0172165282998459
1948,1948-03-24,1425,140063,8135380,0.000175160840673699,0.0172165282998459
1948,1948-03-31,1719,140063,8135380,0.000211299287802168,0.0172165282998459
1948,1948-04-07,1809,140063,8135380,0.000222362077739454,0.0172165282998459
1948,1948-04-14,1360,140063,8135380,0.000167171047941215,0.0172165282998459
1948,1948-04-21,1147,140063,8135380,0.000140989111756304,0.0172165282998459
1948,1948-04-28,1101,140063,8135380,0.000135334796899469,0.0172165282998459
1948,1948-05-05,936,140063,8135380,0.000115053015347777,0.0172165282998459
1948,1948-05-12,1040,140063,8135380,0.000127836683719753,0.0172165282998459
1948,1948-05-19,994,140063,8135380,0.000122182368862917,0.0172165282998459
1948,1948-05-26,1134,140063,8135380,0.000139391153209807,0.0172165282998459
1948,1948-06-02,818,140063,8135380,0.000100548468541113,0.0172165282998459
1948,1948-06-09,1083,140063,8135380,0.000133122238912012,0.0172165282998459
1948,1948-06-16,755,140063,8135380,9.28045155850126e-05,0.0172165282998459
1948,1948-06-23,880,140063,8135380,0.000108169501609021,0.0172165282998459
1948,1948-06-30,680,140063,8135380,8.35855239706074e-05,0.0172165282998459
1948,1948-07-07,585,140063,8135380,7.19081345923608e-05,0.0172165282998459
1948,1948-07-14,602,140063,8135380,7.3997772691626e-05,0.0172165282998459
1948,1948-07-21,552,140063,8135380,6.78517782820225e-05,0.0172165282998459
1948,1948-07-28,457,140063,8135380,5.61743889037759e-05,0.0172165282998459
1948,1948-08-04,430,140063,8135380,5.285555192259e-05,0.0172165282998459
1948,1948-08-11,287,140063,8135380,3.5278007911124e-05,0.0172165282998459
1948,1948-08-18,189,140063,8135380,2.32318588683012e-05,0.0172165282998459
1948,1948-08-25,149,140063,8135380,1.83150633406184e-05,0.0172165282998459
1948,1948-09-01,120,140063,8135380,1.47503865830484e-05,0.0172165282998459
1948,1948-09-08,88,140063,8135380,1.08169501609021e-05,0.0172165282998459
1948,1948-09-15,83,140063,8135380,1.02023507199418e-05,0.0172165282998459
1948,1948-09-22,91,140063,8135380,1.11857098254783e-05,0.0172165282998459
1948,1948-09-29,94,140063,8135380,1.15544694900546e-05,0.0172165282998459
1948,1948-10-06,79,140063,8135380,9.71067116717351e-06,0.0172165282998459
1948,1948-10-13,78,140063,8135380,9.58775127898144e-06,0.0172165282998459
1948,1948-10-20,86,140063,8135380,1.0571110384518e-05,0.0172165282998459
1948,1948-10-27,119,140063,8135380,1.46274666948563e-05,0.0172165282998459
1948,1948-11-03,123,140063,8135380,1.51191462476246e-05,0.0172165282998459
1948,1948-11-10,108,140063,8135380,1.32753479247435e-05,0.0172165282998459
1948,1948-11-17,135,140063,8135380,1.65941849059294e-05,0.0172165282998459
1948,1948-11-24,127,140063,8135380,1.56108258003929e-05,0.0172165282998459
1948,1948-12-01,157,140063,8135380,1.92984224461549e-05,0.0172165282998459
1948,1948-12-08,176,140063,8135380,2.16339003218043e-05,0.0172165282998459
1948,1948-12-15,180,140063,8135380,2.21255798745725e-05,0.0172165282998459
1948,1948-12-22,110,140063,8135380,1.35211877011277e-05,0.0172165282998459
1948,1948-12-31,294,140063,8135380,3.61384471284685e-05,0.0172165282998459
1949,1949-01-07,318,129830,8205310,3.87553913258609e-05,0.0158226806787312
1949,1949-01-14,320,129830,8205310,3.89991359253947e-05,0.0158226806787312
1949,1949-01-21,357,129830,8205310,4.35084110167684e-05,0.0158226806787312
1949,1949-01-28,487,129830,8205310,5.935180998646e-05,0.0158226806787312
1949,1949-02-04,496,129830,8205310,6.04486606843617e-05,0.0158226806787312
1949,1949-02-11,809,129830,8205310,9.85946905113884e-05,0.0158226806787312
1949,1949-02-18,777,129830,8205310,9.46947769188489e-05,0.0158226806787312
1949,1949-02-25,831,129830,8205310,0.000101275881106259,0.0158226806787312
1949,1949-03-04,1081,129830,8205310,0.000131743956047974,0.0158226806787312
1949,1949-03-11,1034,129830,8205310,0.000126015957958931,0.0158226806787312
1949,1949-03-18,1231,129830,8205310,0.000150024801013003,0.0158226806787312
1949,1949-03-25,1274,129830,8205310,0.000155265309902977,0.0158226806787312
1949,1949-04-01,1487,129830,8205310,0.000181224109753318,0.0158226806787312
1949,1949-04-08,1753,129830,8205310,0.000213642141491303,0.0158226806787312
1949,1949-04-15,1635,129830,8205310,0.000199261210118813,0.0158226806787312
1949,1949-04-22,1699,129830,8205310,0.000207061037303892,0.0158226806787312
1949,1949-04-29,1541,129830,8205310,0.000187805213940729,0.0158226806787312
1949,1949-05-06,1170,129830,8205310,0.000142590590727224,0.0158226806787312
1949,1949-05-13,1108,129830,8205310,0.000135034508141679,0.0158226806787312
1949,1949-05-20,1105,129830,8205310,0.000134668891242378,0.0158226806787312
1949,1949-05-27,953,129830,8205310,0.000116144301677816,0.0158226806787312
1949,1949-06-03,1083,129830,8205310,0.000131987700647508,0.0158226806787312
1949,1949-06-10,801,129830,8205310,9.76197121132535e-05,0.0158226806787312
1949,1949-06-17,908,129830,8205310,0.000110660048188307,0.0158226806787312
1949,1949-06-24,613,129830,8205310,7.47077197570841e-05,0.0158226806787312
1949,1949-07-01,714,129830,8205310,8.70168220335368e-05,0.0158226806787312
1949,1949-07-08,523,129830,8205310,6.37392127780669e-05,0.0158226806787312
1949,1949-07-15,490,129830,8205310,5.97174268857606e-05,0.0158226806787312
1949,1949-07-22,379,129830,8205310,4.61896016116393e-05,0.0158226806787312
1949,1949-07-29,303,129830,8205310,3.69273068293581e-05,0.0158226806787312
1949,1949-08-05,273,129830,8205310,3.32711378363523e-05,0.0158226806787312
1949,1949-08-12,223,129830,8205310,2.71775228480094e-05,0.0158226806787312
1949,1949-08-19,158,129830,8205310,1.92558233631636e-05,0.0158226806787312
1949,1949-08-26,120,129830,8205310,1.4624675972023e-05,0.0158226806787312
1949,1949-09-02,92,129830,8205310,1.1212251578551e-05,0.0158226806787312
1949,1949-09-09,66,129830,8205310,8.04357178461265e-06,0.0158226806787312
1949,1949-09-16,42,129830,8205310,5.11863659020805e-06,0.0158226806787312
1949,1949-09-23,50,129830,8205310,6.09361498834292e-06,0.0158226806787312
1949,1949-09-30,40,129830,8205310,4.87489199067433e-06,0.0158226806787312
1949,1949-10-07,28,129830,8205310,3.41242439347203e-06,0.0158226806787312
1949,1949-10-14,44,129830,8205310,5.36238118974177e-06,0.0158226806787312
1949,1949-10-21,33,129830,8205310,4.02178589230632e-06,0.0158226806787312
1949,1949-10-28,63,129830,8205310,7.67795488531207e-06,0.0158226806787312
1949,1949-11-04,33,129830,8205310,4.02178589230632e-06,0.0158226806787312
1949,1949-11-11,28,129830,8205310,3.41242439347203e-06,0.0158226806787312
1949,1949-11-18,23,129830,8205310,2.80306289463774e-06,0.0158226806787312
1949,1949-11-25,28,129830,8205310,3.41242439347203e-06,0.0158226806787312
1949,1949-12-02,31,129830,8205310,3.77804129277261e-06,0.0158226806787312
1949,1949-12-09,26,129830,8205310,3.16867979393832e-06,0.0158226806787312
1949,1949-12-16,34,129830,8205310,4.14365819207318e-06,0.0158226806787312
1949,1949-12-23,32,129830,8205310,3.89991359253947e-06,0.0158226806787312
1949,1949-12-31,47,129830,8205310,5.72799808904234e-06,0.0158226806787312
1950,1950-01-07,43,121913,8260440,5.20553384565471e-06,0.0147586569238443
1950,1950-01-14,54,121913,8260440,6.53718203872917e-06,0.0147586569238443
1950,1950-01-21,36,121913,8260440,4.35812135915278e-06,0.0147586569238443
1950,1950-01-28,24,121913,8260440,2.90541423943519e-06,0.0147586569238443
1950,1950-02-04,42,121913,8260440,5.08447491901158e-06,0.0147586569238443
1950,1950-02-11,38,121913,8260440,4.60023921243905e-06,0.0147586569238443
1950,1950-02-18,71,121913,8260440,8.59518379166243e-06,0.0147586569238443
1950,1950-02-25,45,121913,8260440,5.44765169894098e-06,0.0147586569238443
1950,1950-03-04,75,121913,8260440,9.07941949823496e-06,0.0147586569238443
1950,1950-03-11,60,121913,8260440,7.26353559858797e-06,0.0147586569238443
1950,1950-03-18,54,121913,8260440,6.53718203872917e-06,0.0147586569238443
1950,1950-03-25,98,121913,8260440,1.1863774811027e-05,0.0147586569238443
1950,1950-04-01,118,121913,8260440,1.42849533438897e-05,0.0147586569238443
1950,1950-04-08,91,121913,8260440,1.10163623245251e-05,0.0147586569238443
1950,1950-04-15,171,121913,8260440,2.07010764559757e-05,0.0147586569238443
1950,1950-04-22,174,121913,8260440,2.10642532359051e-05,0.0147586569238443
1950,1950-04-29,203,121913,8260440,2.4574962108556e-05,0.0147586569238443
1950,1950-05-06,141,121913,8260440,1.70693086566817e-05,0.0147586569238443
1950,1950-05-13,262,121913,8260440,3.17174387805008e-05,0.0147586569238443
1950,1950-05-20,366,121913,8260440,4.43075671513866e-05,0.0147586569238443
1950,1950-05-27,463,121913,8260440,5.60502830357705e-05,0.0147586569238443
1950,1950-06-03,478,121913,8260440,5.78661669354175e-05,0.0147586569238443
1950,1950-06-10,613,121913,8260440,7.42091220322404e-05,0.0147586569238443
1950,1950-06-17,529,121913,8260440,6.40401721942173e-05,0.0147586569238443
1950,1950-06-24,645,121913,8260440,7.80830076848207e-05,0.0147586569238443
1950,1950-07-01,626,121913,8260440,7.57828880786011e-05,0.0147586569238443
1950,1950-07-08,649,121913,8260440,7.85672433913932e-05,0.0147586569238443
1950,1950-07-15,647,121913,8260440,7.83251255381069e-05,0.0147586569238443
1950,1950-07-22,601,121913,8260440,7.27564149125228e-05,0.0147586569238443
1950,1950-07-29,580,121913,8260440,7.0214177453017e-05,0.0147586569238443
1950,1950-08-05,664,121913,8260440,8.03831272910402e-05,0.0147586569238443
1950,1950-08-12,474,121913,8260440,5.7381931228845e-05,0.0147586569238443
1950,1950-08-19,362,121913,8260440,4.38233314448141e-05,0.0147586569238443
1950,1950-08-26,316,121913,8260440,3.825462081923e-05,0.0147586569238443
1950,1950-09-02,199,121913,8260440,2.40907264019834e-05,0.0147586569238443
1950,1950-09-09,162,121913,8260440,1.96115461161875e-05,0.0147586569238443
1950,1950-09-16,146,121913,8260440,1.76746032898974e-05,0.0147586569238443
1950,1950-09-23,201,121913,8260440,2.43328442552697e-05,0.0147586569238443
1950,1950-09-30,217,121913,8260440,2.62697870815598e-05,0.0147586569238443
1950,1950-10-07,289,121913,8260440,3.49860297998654e-05,0.0147586569238443
1950,1950-10-14,303,121913,8260440,3.66808547728692e-05,0.0147586569238443
1950,1950-10-21,366,121913,8260440,4.43075671513866e-05,0.0147586569238443
1950,1950-10-28,471,121913,8260440,5.70187544489156e-05,0.0147586569238443
1950,1950-11-04,512,121913,8260440,6.1982170441284e-05,0.0147586569238443
1950,1950-11-11,544,121913,8260440,6.58560560938643e-05,0.0147586569238443
1950,1950-11-18,766,121913,8260440,9.27311378086397e-05,0.0147586569238443
1950,1950-11-25,827,121913,8260440,0.000100115732333871,0.0147586569238443
